
PST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2002-10-5,66,47,30,33,31,29,96,61,28,30.26,30.19,30.14,10,10,10,12,3,22,0.00,2,,266<br />
2002-10-6,72,51,30,33,31,26,89,52,22,30.39,30.30,30.24,10,10,10,6,2,,0.00,0,,77<br />
2002-10-7,73,52,32,32,29,24,82,48,19,30.32,30.21,30.10,10,10,10,13,3,,0.00,0,,192<br />
2002-10-8,73,52,32,26,22,15,66,37,15,30.18,30.07,29.98,10,10,10,14,4,20,0.00,0,,220<br />
2002-10-9,73,52,30,23,17,12,54,32,15,30.18,30.05,29.96,10,10,10,12,3,16,0.00,0,,6<br />
2002-10-10,73,52,33,23,19,15,54,31,14,30.00,29.88,29.79,10,10,10,16,4,23,0.00,0,,218<br />
2002-10-11,60,44,28,23,14,6,66,33,13,30.35,30.12,29.83,10,10,10,15,5,21,0.00,0,,268<br />
2002-10-12,66,42,19,17,7,0,55,33,14,30.53,30.44,30.37,10,10,10,9,1,,0.00,0,,65<br />
2002-10-13,70,46,23,19,6,-1,41,25,14,30.47,30.33,30.19,10,10,10,6,2,,0.00,0,,67<br />
2002-10-14,72,46,19,24,7,-1,42,24,15,30.35,30.22,30.12,10,10,10,6,3,,0.00,0,,55<br />
2002-10-15,72,46,21,22,9,1,44,26,16,30.25,30.12,30.01,10,10,7,6,2,,0.00,0,,64<br />
2002-10-16,73,48,23,26,13,2,45,29,17,30.15,30.02,29.91,10,10,8,10,2,,0.00,0,,45<br />
2002-10-17,72,48,27,22,16,12,56,32,13,30.05,29.96,29.86,10,10,10,10,2,,0.00,0,,100<br />
2002-10-18,72,46,19,23,13,7,57,34,14,30.08,30.02,29.94,10,10,10,10,3,,0.00,0,,120<br />
2002-10-19,72,48,24,23,11,4,53,27,16,30.19,30.05,29.94,10,10,10,6,2,,0.00,0,,89<br />
2002-10-20,70,44,19,20,12,2,46,28,15,30.11,29.97,29.88,10,10,10,9,3,,0.00,0,,40<br />
2002-10-21,62,46,30,32,22,15,65,41,20,29.93,29.88,29.84,10,10,10,10,2,24,0.00,2,,231<br />
2002-10-22,57,44,32,32,29,24,73,58,38,30.01,29.96,29.90,10,10,10,12,5,,0.00,5,,243<br />
2002-10-23,60,43,27,32,28,22,85,65,29,30.06,30.01,29.93,10,10,10,12,3,16,0.00,4,,44<br />
2002-10-24,59,41,25,30,24,19,89,59,26,30.09,29.97,29.88,10,10,10,12,4,,0.00,3,,51<br />
2002-10-25,61,43,27,27,20,14,75,46,17,30.00,29.90,29.82,10,10,10,7,3,,0.00,2,,57<br />
2002-10-26,61,42,24,31,23,15,75,53,25,29.94,29.88,29.78,10,10,10,10,2,,0.00,1,,25<br />
2002-10-27,59,40,21,26,18,9,89,50,20,30.12,30.05,29.95,10,10,10,12,2,,0.00,0,,228<br />
2002-10-28,53,39,25,24,14,7,60,39,22,30.05,29.98,29.93,10,10,10,20,4,25,0.00,2,,316<br />
2002-10-29,46,32,19,19,14,11,75,50,26,29.99,29.93,29.85,10,10,10,12,3,,0.00,5,,283<br />
2002-10-30,43,30,16,20,11,4,81,52,27,30.11,30.02,29.96,10,10,10,17,4,24,0.00,3,,243<br />
2002-10-31,39,23,3,12,2,-6,84,50,15,30.35,30.22,30.12,10,10,10,17,5,23,0.00,0,,343<br />
2002-11-1,37,18,0,6,-2,-9,79,48,23,30.45,30.36,30.28,10,10,10,7,1,,0.00,0,,66<br />
2002-11-2,45,22,0,2,-5,-12,73,38,14,30.42,30.33,30.25,10,10,10,12,3,,0.00,0,,213<br />
2002-11-3,48,26,3,1,-4,-11,60,33,14,30.45,30.27,30.13,10,10,10,10,3,,0.00,0,,42<br />
2002-11-4,53,30,6,2,-2,-6,63,32,12,30.27,30.18,30.08,10,10,7,16,4,20,0.00,0,,200<br />
2002-11-5,59,34,10,11,4,-4,53,32,15,30.41,30.31,30.22,10,10,10,8,2,,0.00,0,,61<br />
2002-11-6,60,37,14,14,6,0,54,30,15,30.42,30.22,29.94,10,10,10,10,4,,0.00,0,,59<br />
2002-11-7,60,53,46,25,11,2,38,20,14,29.91,29.77,29.55,10,10,10,24,11,38,0.00,2,,195<br />
2002-11-8,50,42,35,32,31,27,86,65,41,29.64,29.56,29.46,10,8,2,25,14,43,0.59,7,Rain,219<br />
2002-11-9,48,42,35,36,32,27,96,75,46,29.91,29.78,29.62,10,8,1,24,10,30,0.38,7,Rain,221<br />
2002-11-10,39,36,33,34,32,30,100,89,70,30.18,30.04,29.90,10,7,1,16,7,23,0.14,7,Rain-Snow,208<br />
2002-11-11,45,38,28,32,29,26,92,78,49,30.47,30.37,30.21,10,10,10,9,4,,0.00,4,,231<br />
2002-11-12,50,39,28,32,29,25,89,72,46,30.46,30.36,30.24,10,10,10,13,6,,0.00,1,,60<br />
2002-11-13,48,41,34,40,36,32,100,83,63,30.26,30.23,30.18,10,10,5,8,4,,0.05,6,Rain,250<br />
2002-11-14,48,38,28,34,30,25,96,77,39,30.43,30.35,30.25,10,10,10,12,3,,0.00,4,,257<br />
2002-11-15,51,37,23,30,26,21,92,71,36,30.53,30.43,30.36,10,10,10,7,3,,0.00,0,,46<br />
2002-11-16,55,40,24,30,23,20,89,64,25,30.40,30.27,30.12,10,10,10,13,4,,0.00,0,,3<br />
2002-11-17,48,36,19,30,24,16,89,71,36,30.43,30.24,30.11,10,10,10,16,4,20,0.00,1,,245<br />
2002-11-18,46,32,19,26,22,16,92,74,42,30.55,30.48,30.40,10,10,9,6,2,,0.00,0,,129<br />
2002-11-19,54,40,27,28,25,21,88,66,29,30.62,30.57,30.50,10,10,10,8,2,,0.00,3,,69<br />
2002-11-20,55,40,24,35,29,22,92,75,43,30.68,30.56,30.45,10,10,10,9,2,,0.00,0,,31<br />
2002-11-21,59,43,27,36,32,25,96,76,42,30.47,30.35,30.24,10,10,10,8,2,,0.00,0,,48<br />
2002-11-22,55,40,25,35,30,23,92,77,43,30.32,30.18,30.02,10,10,10,6,2,,0.00,0,,57<br />
2002-11-23,55,42,28,37,32,27,96,78,47,30.14,30.05,29.99,10,10,10,17,3,23,0.00,2,,232<br />
2002-11-24,30,28,25,29,26,23,96,93,92,30.18,30.15,30.14,10,10,10,4,1,,0.00,0,,50<br />
2002-11-25,42,30,18,22,18,13,81,64,43,30.54,30.49,30.40,10,10,10,7,4,,0.00,0,,273<br />
2002-11-26,46,32,18,18,15,12,85,61,25,30.55,30.45,30.34,10,10,10,9,2,,0.00,1,,253<br />
2002-11-27,48,32,16,17,14,9,85,61,21,30.52,30.46,30.37,10,10,10,7,3,,0.00,0,,63<br />
2002-11-28,52,35,18,24,19,15,88,64,34,30.57,30.44,30.32,10,10,10,8,3,,0.00,0,,62<br />
2002-11-29,52,36,21,28,23,17,92,71,38,30.35,30.28,30.18,10,10,6,7,2,,0.00,0,,51<br />
2002-11-30,52,35,18,27,22,16,92,67,32,30.28,30.20,30.11,10,10,10,7,2,,0.00,1,,42<br />
2002-12-1,52,38,23,28,24,19,88,67,38,30.23,30.18,30.12,10,10,10,9,2,,0.00,4,,240<br />
2002-12-2,46,36,25,28,24,21,88,71,46,30.19,30.15,30.07,10,10,10,8,3,,0.00,4,,57<br />
2002-12-3,50,33,16,28,21,14,92,75,41,30.30,30.23,30.17,10,10,10,10,2,,0.00,0,,221<br />
2002-12-4,50,32,15,25,20,13,92,71,36,30.44,30.36,30.25,10,10,10,10,3,,0.00,0,,73<br />
2002-12-5,48,33,18,24,19,13,89,69,36,30.51,30.40,30.30,10,10,10,7,3,,0.00,0,,33<br />
2002-12-6,43,31,19,23,19,15,89,73,43,30.35,30.25,30.15,10,10,10,7,3,,0.00,0,,61<br />
2002-12-7,46,30,15,23,18,13,91,73,39,30.37,30.28,30.18,10,10,10,9,2,,0.00,0,,191<br />
2002-12-8,46,30,14,23,16,10,88,69,39,30.55,30.44,30.37,10,10,10,7,2,,0.00,0,,59<br />
2002-12-9,41,28,15,20,16,11,84,66,38,30.42,30.30,30.18,10,10,10,8,5,,0.00,1,,64<br />
2002-12-10,41,30,18,31,24,13,92,79,59,30.23,30.18,30.13,10,10,10,14,3,,0.00,6,,235<br />
2002-12-11,45,31,17,31,23,15,96,77,44,30.25,30.20,30.14,10,9,1,13,4,,0.00,2,,241<br />
2002-12-12,53,38,23,30,25,20,88,68,41,30.30,30.20,30.12,10,10,10,7,3,,0.00,1,,279<br />
2002-12-13,50,38,26,36,27,20,86,63,39,30.18,30.07,30.01,10,10,10,18,6,17,0.05,6,Rain,184<br />
2002-12-14,52,44,37,34,27,21,86,51,37,30.03,29.86,29.70,10,10,6,34,15,48,0.00,3,,193<br />
2002-12-15,46,40,33,34,27,19,100,70,39,29.99,29.91,29.78,10,9,2,24,11,31,0.08,5,Rain-Snow,208<br />
2002-12-16,44,38,33,36,30,21,96,77,51,29.73,29.53,29.46,10,8,2,33,15,44,0.10,6,Rain-Snow,211<br />
2002-12-17,36,32,28,29,26,22,92,78,57,29.78,29.62,29.50,10,9,2,18,8,24,0.00,6,Snow,232<br />
2002-12-18,33,26,19,25,20,15,89,76,54,30.25,30.07,29.79,10,10,10,12,5,,0.00,6,,236<br />
2002-12-19,32,22,15,17,14,11,88,67,45,30.30,30.16,29.89,10,10,10,10,5,,0.00,2,,62<br />
2002-12-20,37,32,27,21,19,11,72,58,38,29.93,29.88,29.83,10,10,6,23,13,32,0.00,5,Snow,210<br />
2002-12-21,32,30,28,30,27,17,100,88,56,30.01,29.93,29.85,10,5,0,12,7,,0.10,8,Fog-Snow,224<br />
2002-12-22,35,24,12,25,21,10,96,83,60,30.17,30.06,29.96,10,8,2,7,3,,0.00,6,Snow,64<br />
2002-12-23,30,18,7,19,14,4,92,81,64,30.23,30.17,30.06,10,10,10,8,2,,0.00,6,,212<br />
2002-12-24,27,24,21,21,18,12,96,81,58,30.25,30.15,30.06,10,7,2,9,4,,0.02,8,Snow,234<br />
2002-12-25,33,24,12,22,18,9,96,84,59,30.35,30.27,30.15,10,10,5,8,5,,0.00,3,,248<br />
2002-12-26,36,24,12,27,17,9,93,78,57,30.40,30.27,30.18,10,7,1,10,4,,0.02,7,Snow,78<br />
2002-12-27,46,40,33,27,22,18,60,51,42,30.29,30.20,30.08,10,10,10,17,10,26,0.00,4,,235<br />
2002-12-28,46,42,37,24,20,18,55,42,32,30.07,29.79,29.57,10,10,10,29,10,39,0.00,1,,212<br />
2002-12-29,37,29,21,32,27,19,96,83,59,30.08,29.85,29.67,10,8,1,17,11,26,0.03,7,Snow,228<br />
2002-12-30,37,30,24,32,27,19,96,82,55,30.20,30.11,29.96,10,7,2,13,6,20,0.08,6,Snow,246<br />
2002-12-31,36,33,30,30,28,24,100,84,70,30.26,29.97,29.83,10,6,1,21,13,30,0.04,7,Snow,217<br />
2003-1-1,36,25,14,25,20,12,96,82,62,30.51,30.42,30.29,10,10,10,7,4,,0.00,2,,29<br />
2003-1-2,39,28,18,32,22,14,96,77,50,30.53,30.44,30.35,10,10,10,9,6,,0.05,3,Rain,58<br />
2003-1-3,51,39,27,37,30,24,96,83,50,30.45,30.36,30.28,10,10,9,7,4,,0.00,1,,53<br />
2003-1-4,42,35,28,33,29,25,92,84,67,30.41,30.34,30.27,10,10,9,6,3,,0.00,0,,70<br />
2003-1-5,45,34,19,32,25,18,92,68,42,30.60,30.41,30.23,10,10,7,17,7,23,0.00,2,,316<br />
2003-1-6,44,30,16,26,20,14,92,78,47,30.68,30.61,30.53,10,10,10,8,3,,0.00,0,,38<br />
2003-1-7,46,32,19,25,21,15,89,75,44,30.68,30.54,30.40,10,10,10,6,2,,0.00,0,,64<br />
2003-1-8,44,30,17,25,21,15,92,77,47,30.40,30.25,30.10,10,10,10,8,4,,0.00,0,,53<br />
2003-1-9,37,29,21,31,25,17,92,82,62,30.18,30.11,30.04,10,10,10,9,3,,0.01,5,Rain-Snow,67<br />
2003-1-10,43,36,30,36,32,29,100,92,74,30.14,30.09,30.05,10,8,2,7,4,,0.17,7,Rain-Snow,69<br />
2003-1-11,45,38,30,36,33,29,100,91,65,30.29,30.18,30.10,10,6,2,7,2,,0.01,6,Rain,172<br />
2003-1-12,50,40,30,36,32,29,96,82,50,30.36,30.31,30.25,10,10,10,9,3,,0.00,7,,56<br />
2003-1-13,55,44,30,35,31,29,96,74,41,30.42,30.33,30.26,10,10,10,7,2,,0.00,3,,67<br />
2003-1-14,46,36,27,32,29,25,92,77,54,30.31,30.22,30.12,10,10,10,9,3,,0.00,1,,239<br />
2003-1-15,46,36,25,31,26,22,89,71,46,30.53,30.43,30.25,10,10,9,9,5,,0.00,0,,224<br />
2003-1-16,46,34,21,28,24,20,92,75,44,30.61,30.54,30.47,10,10,10,5,3,,0.00,0,,64<br />
2003-1-17,48,34,21,28,25,19,96,76,39,30.56,30.48,30.41,10,10,10,6,1,,0.00,0,,70<br />
2003-1-18,51,36,21,30,25,20,96,77,38,30.48,30.40,30.31,10,10,10,7,2,,0.00,0,,86<br />
2003-1-19,51,35,19,30,25,17,92,75,44,30.43,30.32,30.24,10,10,10,7,2,,0.00,0,,41<br />
2003-1-20,54,36,19,30,24,18,92,75,37,30.28,30.21,30.10,10,10,10,8,2,,0.00,0,,218<br />
2003-1-21,41,30,19,36,26,17,100,87,65,30.30,30.22,30.14,10,9,0,15,2,23,0.00,2,Fog-Rain,220<br />
2003-1-22,50,34,17,33,24,16,100,82,41,30.40,30.30,30.24,10,6,0,12,1,,0.00,4,Fog,167<br />
2003-1-23,46,39,32,39,35,30,100,85,59,30.34,30.28,30.24,10,10,6,8,3,,0.09,7,Rain,129<br />
2003-1-24,46,38,30,39,35,30,100,93,61,30.32,30.27,30.24,10,5,0,12,1,,0.03,7,Fog-Rain,243<br />
2003-1-25,48,39,30,40,36,33,100,92,66,30.41,30.33,30.26,10,7,2,10,2,,0.03,7,Rain,230<br />
2003-1-26,45,32,19,37,35,31,96,85,71,30.40,30.33,30.25,10,8,0,6,1,,0.00,3,Fog,51<br />
2003-1-27,48,40,32,44,38,31,100,93,73,30.22,30.11,30.05,10,8,2,10,4,,0.56,7,Rain,203<br />
2003-1-28,46,37,28,37,31,27,100,89,56,30.30,30.21,30.10,10,6,0,8,3,,0.00,4,Fog,194<br />
2003-1-29,52,40,27,35,31,25,93,79,50,30.39,30.32,30.27,10,10,10,9,2,,0.00,1,,216<br />
2003-1-30,55,42,30,40,35,28,96,74,49,30.36,30.31,30.27,10,10,10,14,3,,0.00,3,,229<br />
2003-1-31,64,47,30,40,35,30,100,79,37,30.36,30.23,30.02,10,9,0,12,2,,0.00,0,Fog,225<br />
2003-2-1,57,44,32,38,31,24,92,75,41,29.99,29.84,29.67,10,9,2,18,6,25,0.06,5,Rain-Snow,322<br />
2003-2-2,37,32,25,22,20,18,81,64,48,30.28,30.11,29.87,10,10,10,16,7,24,0.00,5,,310<br />
2003-2-3,37,28,19,23,20,17,96,71,50,30.32,30.24,30.17,10,10,9,14,4,18,0.00,5,Snow,228<br />
2003-2-4,34,26,16,22,17,12,88,69,44,30.27,30.19,30.14,10,10,10,9,4,,0.00,5,,278<br />
2003-2-5,30,21,12,23,15,10,93,74,46,30.31,30.22,30.10,10,9,2,14,4,,0.00,4,Snow,31<br />
2003-2-6,32,24,16,20,10,1,93,61,33,30.37,30.29,30.13,10,10,10,15,6,20,0.00,1,,44<br />
2003-2-7,32,18,5,8,3,-2,84,56,23,30.43,30.33,30.23,10,10,10,10,5,,0.00,0,,49<br />
2003-2-8,35,20,5,10,6,0,87,61,31,30.27,30.20,30.11,10,10,10,14,3,,0.00,0,,241<br />
2003-2-9,42,26,10,14,10,6,88,61,28,30.32,30.26,30.19,10,10,10,15,3,17,0.00,0,,230<br />
2003-2-10,50,30,10,17,13,8,88,58,23,30.30,30.22,30.15,10,10,10,12,3,,0.00,1,,211<br />
2003-2-11,48,32,15,19,16,12,88,60,27,30.27,30.17,30.09,10,10,10,8,4,,0.00,0,,46<br />
2003-2-12,52,36,21,38,26,16,93,68,35,30.21,30.02,29.85,10,10,10,10,6,,0.01,4,Rain,60<br />
2003-2-13,48,40,33,42,38,32,100,90,80,29.90,29.81,29.77,10,9,4,9,6,,0.17,7,Rain,209<br />
2003-2-14,48,39,30,38,34,30,100,86,58,30.06,29.98,29.88,10,10,10,14,4,16,0.03,6,,233<br />
2003-2-15,51,39,27,34,30,26,96,72,41,30.16,30.04,29.87,10,10,10,12,2,,0.00,1,,111<br />
2003-2-16,46,36,25,37,28,18,100,73,33,30.22,29.94,29.76,10,8,1,31,15,43,0.09,5,Rain-Snow,219<br />
2003-2-17,44,34,23,24,20,15,92,69,31,30.25,30.17,30.10,10,10,10,12,3,,0.00,0,,276<br />
2003-2-18,42,30,19,23,20,17,92,69,38,30.25,30.18,30.12,10,10,10,16,4,21,0.00,3,,263<br />
2003-2-19,42,32,23,31,24,19,100,81,40,30.21,30.06,29.96,10,6,1,9,5,,0.02,5,Snow,49<br />
2003-2-20,42,30,19,29,25,18,100,83,49,30.23,30.10,30.01,10,6,0,14,3,,0.00,4,Fog,234<br />
2003-2-21,48,37,26,27,24,21,89,63,33,30.26,30.13,29.99,10,10,10,15,4,22,0.00,2,,235<br />
2003-2-22,41,31,21,30,22,13,93,66,34,30.07,29.97,29.88,10,8,0,22,11,30,0.02,3,Fog-Snow,274<br />
2003-2-23,46,30,15,18,14,8,92,58,23,29.99,29.89,29.81,10,10,10,14,4,25,0.00,0,,267<br />
2003-2-24,33,28,24,30,24,13,96,80,58,29.93,29.83,29.77,10,5,1,13,7,,0.06,7,Snow,39<br />
2003-2-25,37,29,17,25,17,12,92,68,43,29.94,29.90,29.85,10,10,10,9,6,,0.01,3,,49<br />
2003-2-26,39,26,12,19,15,9,92,69,39,29.95,29.87,29.79,10,10,10,8,3,,0.00,1,,133<br />
2003-2-27,39,30,19,30,23,17,100,78,40,29.94,29.85,29.77,10,7,0,15,6,,0.05,7,Fog-Snow,14<br />
2003-2-28,37,23,9,26,18,5,100,80,48,30.08,29.96,29.88,10,8,0,12,3,16,0.00,4,Fog-Snow,232<br />
2003-3-1,36,28,19,25,21,16,96,75,44,30.22,29.99,29.86,10,8,2,14,4,,0.01,6,Snow,267<br />
2003-3-2,43,29,15,22,17,12,92,65,35,30.26,30.12,29.88,10,10,10,15,3,18,0.00,2,,217<br />
2003-3-3,45,34,23,27,22,19,85,66,39,29.90,29.81,29.73,10,10,10,15,4,21,0.00,6,,258<br />
2003-3-4,36,26,17,27,21,14,93,79,48,29.88,29.78,29.69,10,8,1,14,4,,0.00,4,Snow,278<br />
2003-3-5,48,34,19,24,20,17,92,58,29,29.95,29.89,29.81,10,10,10,18,6,25,0.00,3,,235<br />
2003-3-6,48,42,35,24,21,19,64,43,33,29.92,29.87,29.80,10,10,10,22,11,29,0.00,5,,238<br />
2003-3-7,57,42,27,26,19,15,81,47,19,29.96,29.88,29.75,10,10,10,24,9,36,0.00,2,,239<br />
2003-3-8,57,40,23,24,20,17,81,52,23,30.16,30.10,29.99,10,10,10,17,5,24,0.00,0,,250<br />
2003-3-9,60,40,21,22,15,8,82,43,13,30.23,30.15,30.10,10,10,10,22,5,29,0.00,3,,263<br />
2003-3-10,57,42,28,33,27,20,85,55,33,30.17,30.09,30.04,10,10,10,15,4,17,0.00,5,,258<br />
2003-3-11,59,42,26,34,28,24,96,61,32,30.06,29.99,29.91,10,10,10,15,4,22,0.00,0,,256<br />
2003-3-12,64,46,28,33,27,24,88,52,24,30.06,29.98,29.92,10,10,10,10,3,,0.00,0,,259<br />
2003-3-13,68,52,35,28,25,23,64,35,21,29.96,29.82,29.68,10,9,2,24,12,31,0.00,1,,154<br />
2003-3-14,62,50,37,25,20,13,47,31,15,29.82,29.74,29.65,10,9,3,18,8,30,0.00,2,,241<br />
2003-3-15,57,45,33,43,31,18,93,66,30,29.68,29.56,29.43,10,9,2,26,11,37,0.32,5,Rain,203<br />
2003-3-16,50,38,25,28,25,22,96,65,33,29.77,29.69,29.61,10,10,10,10,2,,0.00,1,,11<br />
2003-3-17,46,36,25,30,26,23,96,71,46,29.97,29.77,29.67,10,10,4,22,4,29,0.01,5,Rain,334<br />
2003-3-18,48,36,23,23,18,13,88,53,26,30.16,30.07,29.99,10,10,10,20,8,25,0.00,0,,303<br />
2003-3-19,54,38,21,21,18,15,82,51,23,30.22,30.11,29.99,10,10,10,13,4,,0.00,0,,210<br />
2003-3-20,50,36,23,32,23,18,89,61,28,30.14,30.06,29.96,10,10,10,14,6,21,0.00,4,Rain,279<br />
2003-3-21,55,37,19,28,24,17,92,60,32,30.24,30.17,30.14,10,10,10,15,4,22,0.00,2,,242<br />
2003-3-22,63,46,28,33,27,24,85,52,24,30.18,30.03,29.88,10,10,10,23,5,34,0.00,2,,230<br />
2003-3-23,51,42,30,37,28,21,82,56,35,30.02,29.95,29.86,10,10,7,13,7,18,0.02,6,Rain,267<br />
2003-3-24,53,40,27,25,19,12,72,47,23,30.23,30.07,29.97,10,10,10,14,4,22,0.00,3,,264<br />
2003-3-25,63,41,19,36,23,15,81,45,21,30.32,30.16,30.01,10,10,10,25,6,32,0.00,2,,232<br />
2003-3-26,51,42,33,40,32,21,93,67,46,30.12,29.99,29.88,10,10,4,21,12,36,0.09,7,Rain,257<br />
2003-3-27,39,32,23,20,17,15,81,54,36,30.33,30.22,30.15,10,10,10,17,8,24,0.00,2,,339<br />
2003-3-28,46,32,17,18,13,8,93,44,22,30.53,30.44,30.36,10,10,10,10,3,,0.00,0,,23<br />
2003-3-29,55,37,19,25,19,14,80,45,23,30.61,30.54,30.46,10,10,10,14,4,,0.00,1,,204<br />
2003-3-30,66,44,23,27,22,17,86,34,15,30.58,30.44,30.30,10,10,10,8,3,,0.00,0,,206<br />
2003-3-31,69,50,32,39,24,17,100,40,14,30.16,29.97,29.68,10,10,10,21,5,24,0.00,0,,196<br />
2003-4-1,118,80,41,37,27,22,76,45,27,29.73,29.62,29.54,10,10,10,16,8,25,0.00,2,Rain,235<br />
2003-4-2,42,38,32,32,26,19,93,68,49,29.74,29.66,29.58,10,9,3,21,10,30,0.00,4,Snow,224<br />
2003-4-3,39,32,25,27,23,18,92,76,46,30.03,29.96,29.85,10,8,1,22,10,22,0.00,6,Snow,215<br />
